,match_date,home_team,away_team,home_team_avg_home_goals,home_team_avg_total_goals,away_team_avg_away_goals,away_team_avg_total_goals,home_team_form_score,away_team_form_score,odds_home_team,odds_away_team,odds_draw
226,2024-02-11,Sevilla,Atletico Madrid,1.3,1.3,1.6,2.0,-1.5,2.5,4.0,2.1,3.65
227,2024-02-11,Mallorca,Rayo Vallecano,0.8,0.8,0.8,0.9,-2.0,-2.5,2.66,3.7,2.84
228,2024-02-11,Getafe,Celta Vigo,1.0,1.3,1.5,1.0,-1.0,-1.0,2.26,4.0,3.2
229,2024-02-10,Real Sociedad,Osasuna,1.6,1.4,1.3,1.1,0.5,-1.5,1.82,6.6,3.35
230,2024-02-10,Real Madrid,Girona,2.4,2.1,2.0,2.3,3.5,2.5,1.46,7.2,5.8
231,2024-02-10,Las Palmas,Valencia,1.3,1.0,1.2,1.3,-0.5,2.5,2.68,3.35,3.05
232,2024-02-10,Alaves,Villarreal,1.1,1.0,1.4,1.4,1.0,0.5,2.24,3.65,3.6
233,2024-02-07,Atletico Madrid,Athletic Bilbao,2.3,2.0,1.0,1.8,2.5,1.5,1.94,4.8,3.65
234,2024-02-06,Mallorca,Real Sociedad,0.8,0.8,1.2,1.4,-2.0,0.5,4.7,2.3,2.86
235,2024-02-05,Rayo Vallecano,Sevilla,0.9,0.9,1.1,1.2,-2.5,-2.5,2.18,4.1,3.3
236,2024-02-04,Real Madrid,Atletico Madrid,2.5,2.1,1.7,2.0,4.5,3.0,1.76,5.2,4.3
237,2024-02-04,Betis,Getafe,1.4,1.1,1.5,1.3,0.5,-1.0,2.14,4.4,3.3
238,2024-02-03,Osasuna,Celta Vigo,1.1,1.2,1.3,1.0,0.5,-1.5,2.44,3.5,3.3
239,2024-02-03,Girona,Real Sociedad,2.7,2.4,1.3,1.5,3.0,0.0,2.04,4.4,3.55
240,2024-02-03,Alaves,Barcelona,1.1,1.0,1.9,2.0,2.0,2.0,4.6,1.95,3.75
241,2024-02-02,Athletic Bilbao,Mallorca,2.5,1.7,0.9,0.9,1.5,-1.0,1.54,9.6,4.0
242,2024-02-01,Getafe,Real Madrid,1.1,1.3,1.8,2.1,0.0,4.0,7.4,1.63,4.0
243,2024-01-31,Atletico Madrid,Rayo Vallecano,2.3,2.0,0.8,0.9,1.0,-1.0,1.65,6.8,4.1
244,2024-01-30,Barcelona,Osasuna,2.2,2.0,1.4,1.2,1.0,2.0,1.36,10.5,5.9
245,2024-01-28,Las Palmas,Real Madrid,1.3,1.0,1.8,2.1,0.0,4.0,1000.0,1.01,100.0
246,2024-01-28,Celta Vigo,Girona,0.7,1.0,2.1,2.4,0.0,3.0,2.86,2.62,3.75
247,2024-01-28,Atletico Madrid,Valencia,2.3,2.0,1.3,1.3,1.0,3.0,1.56,7.6,4.5
248,2024-01-27,Sevilla,Osasuna,1.4,1.2,1.4,1.3,-3.5,1.5,2.22,3.85,3.45
249,2024-01-27,Real Sociedad,Rayo Vallecano,1.8,1.5,0.9,0.9,0.5,-2.0,1.84,6.2,3.4
250,2024-01-27,Mallorca,Betis,0.9,0.9,0.9,1.1,0.0,-1.0,2.3,3.9,3.2
251,2024-01-27,Barcelona,Villarreal,2.1,2.0,1.0,1.3,3.0,-2.5,1.4,8.2,6.0
252,2024-01-25,Atletico Madrid,Sevilla,2.3,2.0,1.1,1.2,1.0,-3.5,1.47,7.6,5.2
253,2024-01-24,Mallorca,Girona,0.9,0.9,2.1,2.4,0.0,3.0,3.25,2.48,3.5
254,2024-01-24,Athletic Bilbao,Barcelona,2.5,1.8,1.9,2.0,2.0,3.0,3.05,2.48,3.75
255,2024-01-23,Celta Vigo,Real Sociedad,0.7,1.0,1.3,1.5,0.0,0.5,4.3,2.18,3.2
256,2024-01-22,Villarreal,Mallorca,1.6,1.3,0.9,0.9,-2.5,0.0,150.0,95.0,1.02
257,2024-01-21,Osasuna,Getafe,0.9,1.2,1.5,1.3,0.5,0.5,2.52,3.8,2.96
258,2024-01-21,Girona,Sevilla,2.5,2.3,1.1,1.3,2.5,-3.5,1.89,4.4,4.1
259,2024-01-21,Betis,Barcelona,1.3,1.1,1.7,1.9,0.0,2.0,4.4,1.9,4.1
260,2024-01-20,Valencia,Athletic Bilbao,1.3,1.3,1.2,1.9,2.0,4.0,3.75,2.32,3.3
261,2024-01-20,Rayo Vallecano,Las Palmas,1.0,0.9,0.6,1.0,-1.5,0.0,1.73,6.2,3.85
262,2024-01-20,Celta Vigo,Real Sociedad,0.8,1.1,1.3,1.6,0.5,-0.5,2.66,3.45,2.98
263,2024-01-18,Atletico Madrid,Real Madrid,2.3,2.1,1.8,2.1,-0.5,4.0,2.88,2.6,3.75
264,2024-01-17,Valencia,Celta Vigo,1.3,1.3,1.3,1.1,2.0,0.5,2.24,4.0,3.3
265,2024-01-17,Osasuna,Real Sociedad,0.9,1.2,1.3,1.6,0.5,-0.5,3.9,2.38,3.05
266,2024-01-17,Girona,Rayo Vallecano,2.5,2.3,0.9,0.9,2.5,-1.5,1.74,5.5,4.1
267,2024-01-16,Getafe,Sevilla,1.0,1.3,1.1,1.3,0.5,-3.5,2.26,3.95,3.3
268,2024-01-16,Athletic Bilbao,Alaves,2.5,1.9,0.7,0.9,4.0,-1.0,1.63,7.2,4.2
269,2024-01-14,Real Madrid,Barcelona,2.4,2.1,1.7,1.9,4.0,2.0,2.16,3.55,4.0
270,2024-01-13,Mallorca,Celta Vigo,0.9,0.9,1.3,1.1,0.5,1.0,2.44,3.8,3.1
271,2024-01-13,Athletic Bilbao,Real Sociedad,2.5,1.9,1.3,1.6,3.5,1.0,2.22,4.3,3.2
272,2024-01-12,Sevilla,Alaves,1.3,1.2,0.5,0.8,-2.0,-2.0,2.08,4.5,3.4
273,2024-01-11,Barcelona,Osasuna,2.1,1.9,1.4,1.2,2.0,0.5,1.46,8.4,5.1
274,2024-01-10,Real Madrid,Atletico Madrid,2.4,2.1,1.8,2.1,4.0,-0.5,2.2,3.7,3.65
275,2024-01-06,Alaves,Betis,1.1,0.8,0.9,1.1,-2.0,-0.5,2.48,3.3,3.4
276,2024-01-04,Sevilla,Athletic Bilbao,1.4,1.3,1.1,1.9,-2.0,3.0,3.2,2.6,3.4
277,2024-01-04,Las Palmas,Barcelona,1.1,0.8,1.6,1.9,0.0,1.0,7.0,1.53,5.0
278,2024-01-03,Real Madrid,Mallorca,2.6,2.2,1.0,0.9,3.5,1.5,1.23,19.0,7.4
279,2024-01-03,Girona,Atletico Madrid,2.3,2.3,1.6,2.0,3.0,0.5,2.78,2.68,3.8
280,2024-01-03,Celta Vigo,Betis,0.7,1.0,0.9,1.1,-0.5,0.5,2.24,3.8,3.45
281,2024-01-02,Valencia,Villarreal,1.1,1.1,1.1,1.4,-1.0,-1.0,2.28,3.6,3.6
282,2024-01-02,Real Sociedad,Alaves,1.9,1.6,0.4,0.8,2.0,-3.0,1.57,9.4,4.0
283,2023-12-23,Atletico Madrid,Sevilla,2.4,2.1,1.3,1.4,0.5,-1.5,1.61,6.6,4.4
284,2023-12-21,Mallorca,Osasuna,0.6,0.8,1.4,1.1,0.0,0.0,2.32,4.2,3.1
285,2023-12-21,Betis,Girona,1.4,1.1,2.5,2.4,1.0,4.0,2.76,2.74,3.7
286,2023-12-21,Alaves,Real Madrid,1.3,0.8,1.9,2.2,-1.5,3.0,7.2,1.6,4.3
287,2023-12-20,Villarreal,Celta Vigo,1.6,1.4,1.3,0.9,-2.5,0.5,2.44,3.25,3.6
288,2023-12-20,Athletic Bilbao,Las Palmas,2.7,1.9,0.7,0.9,3.0,2.0,1.39,10.0,5.4
289,2023-12-19,Rayo Vallecano,Valencia,1.1,0.9,1.0,1.1,-2.5,-2.0,2.3,3.85,3.3
290,2023-12-19,Atletico Madrid,Getafe,2.4,2.0,1.3,1.2,-0.5,2.0,1.51,8.2,4.7
291,2023-12-18,Girona,Alaves,2.3,2.4,0.5,0.9,3.5,-0.5,1.63,6.8,4.3
292,2023-12-17,Real Sociedad,Betis,2.1,1.8,1.0,1.2,2.0,2.0,1.6,6.8,4.4
293,2023-12-17,Real Madrid,Villarreal,2.4,2.1,1.1,1.4,3.0,-0.5,1.26,14.5,7.4
294,2023-12-16,Valencia,Barcelona,1.1,1.1,1.7,1.9,-2.0,0.5,6.6,1.57,4.7
295,2023-12-16,Sevilla,Getafe,1.6,1.3,1.1,1.1,-2.0,1.5,1.88,5.5,3.5
296,2023-12-16,Athletic Bilbao,Atletico Madrid,2.8,1.9,1.9,2.1,2.0,1.5,2.7,2.96,3.5
297,2023-12-15,Osasuna,Rayo Vallecano,0.9,1.1,0.9,1.0,-2.0,-1.5,2.32,3.75,3.3
298,2023-12-11,Rayo Vallecano,Celta Vigo,1.3,1.1,1.4,1.0,-1.5,-2.0,2.84,2.92,3.3
299,2023-12-10,Barcelona,Girona,2.0,1.9,2.3,2.3,2.5,3.5,1.48,7.0,5.5
300,2023-12-09,Villarreal,Real Sociedad,1.8,1.5,1.3,1.7,0.0,2.0,3.65,2.24,3.6
301,2023-12-09,Mallorca,Sevilla,0.6,0.9,1.2,1.4,-2.0,-1.0,2.7,3.25,3.15
302,2023-12-09,Betis,Real Madrid,1.4,1.2,2.0,2.2,2.0,3.5,5.0,1.77,4.2
303,2023-12-09,Alaves,Las Palmas,1.4,0.9,0.6,0.9,0.0,0.5,2.06,4.7,3.35
304,2023-12-08,Getafe,Valencia,1.1,1.1,1.1,1.1,0.5,-1.0,2.74,3.3,3.05
305,2023-12-03,Sevilla,Villarreal,1.7,1.5,1.2,1.5,-1.0,-1.0,1.98,4.0,4.0
306,2023-12-03,Mallorca,Alaves,0.7,0.9,0.6,1.0,-2.5,0.5,2.8,3.3,2.96
307,2023-12-03,Barcelona,Atletico Madrid,2.1,1.9,2.2,2.3,2.0,2.5,1.97,4.2,4.1
308,2023-12-02,Osasuna,Real Sociedad,0.9,1.1,1.3,1.8,-2.5,1.0,4.2,2.2,3.25
309,2023-12-02,Girona,Valencia,2.3,2.3,1.1,1.1,3.5,0.5,1.69,6.0,4.2
310,2023-12-02,Athletic Bilbao,Rayo Vallecano,2.6,1.9,1.0,1.1,2.0,-0.5,1.48,7.4,5.1
311,2023-12-01,Las Palmas,Getafe,1.0,0.8,1.3,1.2,0.5,2.0,2.44,3.75,3.1
312,2023-11-27,Girona,Athletic Bilbao,2.5,2.4,1.2,1.9,3.5,1.5,2.32,3.35,3.75
313,2023-11-26,Villarreal,Osasuna,1.6,1.4,1.5,1.2,-1.5,-1.5,2.24,3.7,3.5
314,2023-11-26,Real Sociedad,Sevilla,2.1,1.8,1.2,1.5,0.5,-0.5,1.68,6.2,4.1
315,2023-11-26,Betis,Las Palmas,1.5,1.3,0.7,0.8,2.5,2.5,1.73,6.2,3.9
316,2023-11-25,Valencia,Celta Vigo,1.3,1.2,1.7,1.1,0.0,-3.0,2.34,3.65,3.35
317,2023-11-25,Rayo Vallecano,Barcelona,1.3,1.2,1.8,2.0,-0.5,2.0,5.4,1.7,4.4
318,2023-11-25,Atletico Madrid,Mallorca,2.7,2.4,1.3,1.0,2.5,-2.0,1.36,12.0,5.5
319,2023-11-12,Sevilla,Betis,1.8,1.5,1.2,1.3,0.0,2.5,2.28,3.5,3.65
320,2023-11-12,Barcelona,Alaves,2.2,2.0,0.5,0.8,1.5,-0.5,1.25,15.0,7.4
321,2023-11-12,Atletico Madrid,Villarreal,2.6,2.4,1.2,1.4,2.5,-1.0,1.36,9.8,6.2
322,2023-11-11,Real Madrid,Valencia,2.0,1.9,1.2,1.3,2.5,1.0,1.34,11.0,6.0
323,2023-11-11,Rayo Vallecano,Girona,1.4,1.2,2.3,2.4,1.0,3.5,3.1,2.5,3.65
324,2023-11-11,Osasuna,Las Palmas,0.8,1.2,0.7,0.8,-1.5,1.5,2.04,4.6,3.55
325,2023-11-10,Athletic Bilbao,Celta Vigo,2.3,1.8,1.4,0.9,0.0,-2.5,1.73,5.7,4.1
326,2023-11-05,Villarreal,Athletic Bilbao,1.5,1.4,0.8,1.6,-0.5,0.0,3.85,1.98,4.2
327,2023-11-05,Real Madrid,Rayo Vallecano,2.5,2.1,1.2,1.3,2.5,1.0,1.23,18.5,7.8
328,2023-11-04,Real Sociedad,Barcelona,2.5,1.8,2.0,2.1,1.5,1.0,3.4,2.38,3.45
329,2023-11-04,Osasuna,Girona,0.6,1.1,2.0,2.3,-1.0,3.5,3.0,2.62,3.5
330,2023-11-04,Celta Vigo,Sevilla,0.5,0.9,1.3,1.6,-3.0,0.0,2.44,3.25,3.5
331,2023-11-04,Betis,Mallorca,1.4,1.3,1.5,1.1,1.5,-1.5,1.95,5.1,3.5
332,2023-11-03,Las Palmas,Atletico Madrid,0.8,0.7,2.4,2.5,1.5,4.5,6.2,1.73,3.85
333,2023-10-29,Rayo Vallecano,Real Sociedad,1.3,1.2,0.8,1.8,1.5,1.5,3.6,2.42,3.25
334,2023-10-29,Betis,Osasuna,1.3,1.2,1.6,1.1,0.5,0.0,2.04,4.4,3.5
335,2023-10-29,Atletico Madrid,Alaves,2.8,2.6,0.4,0.8,3.5,-2.0,1.45,9.8,4.8
336,2023-10-29,Athletic Bilbao,Valencia,2.4,1.6,1.0,1.2,0.0,0.0,1.67,6.6,4.1
337,2023-10-28,Mallorca,Getafe,0.8,1.2,1.6,1.3,-1.0,0.0,2.34,4.0,3.1
338,2023-10-28,Barcelona,Real Madrid,2.4,2.2,1.8,2.1,3.0,2.5,2.66,2.82,3.75
339,2023-10-27,Girona,Celta Vigo,2.8,2.4,1.8,1.0,2.5,-3.0,1.77,4.9,4.3
340,2023-10-22,Villarreal,Alaves,1.6,1.2,0.3,0.8,-2.0,-1.5,1.98,4.4,3.75
341,2023-10-22,Las Palmas,Rayo Vallecano,1.0,0.7,1.2,1.2,0.5,0.0,2.82,3.0,3.2
342,2023-10-22,Barcelona,Athletic Bilbao,2.8,2.3,1.0,1.8,2.5,1.0,1.8,5.1,4.1
343,2023-10-21,Sevilla,Real Madrid,2.0,1.6,2.0,2.2,0.0,3.5,4.7,1.81,4.3
344,2023-10-21,Real Sociedad,Mallorca,2.8,1.9,1.8,1.3,1.5,0.0,1.65,7.6,3.9
345,2023-10-21,Getafe,Betis,1.0,1.3,1.2,1.2,-0.5,1.0,2.44,3.5,3.25
346,2023-10-21,Celta Vigo,Atletico Madrid,0.6,1.1,2.3,2.5,-1.5,3.5,3.65,2.28,3.5
347,2023-10-08,Villarreal,Las Palmas,1.8,1.3,0.0,0.5,-1.5,0.0,1.67,6.0,4.4
348,2023-10-08,Celta Vigo,Getafe,0.3,1.0,1.5,1.3,-2.5,-0.5,2.08,4.6,3.3
349,2023-10-08,Atletico Madrid,Real Sociedad,3.0,2.6,0.7,2.0,3.0,3.0,2.0,4.6,3.55
350,2023-10-08,Alaves,Betis,1.3,0.8,1.3,1.3,-2.5,0.5,2.8,2.94,3.35
351,2023-10-07,Sevilla,Rayo Vallecano,2.0,1.6,1.0,1.1,-0.5,-0.5,1.95,4.5,3.8
352,2023-10-07,Real Madrid,Osasuna,2.0,2.0,2.0,1.1,2.5,-0.5,1.31,12.0,6.4
353,2023-10-07,Mallorca,Valencia,0.7,1.4,1.0,1.1,-1.0,-2.5,2.62,3.45,3.1
354,2023-10-02,Las Palmas,Celta Vigo,0.7,0.3,2.0,1.0,-2.0,-2.0,2.96,2.82,3.25
355,2023-10-01,Betis,Valencia,0.7,1.0,1.3,1.3,-1.0,-0.5,2.26,3.9,3.4
356,2023-10-01,Alaves,Osasuna,1.7,0.9,2.0,1.0,-1.5,-2.5,2.64,3.35,3.1
357,2023-09-30,Real Sociedad,Athletic Bilbao,2.8,1.9,1.3,1.9,1.5,3.0,2.34,3.85,3.2
358,2023-09-30,Rayo Vallecano,Mallorca,1.0,1.0,1.8,1.3,0.5,-1.0,2.08,4.7,3.3
359,2023-09-30,Girona,Real Madrid,3.0,2.6,1.8,1.9,4.5,2.5,3.9,2.0,4.2
360,2023-09-30,Getafe,Villarreal,1.3,1.4,1.0,1.4,-0.5,-0.5,2.92,2.88,3.25
361,2023-09-29,Barcelona,Sevilla,3.3,2.6,1.5,1.8,3.5,0.5,1.37,9.8,6.2
362,2023-09-28,Osasuna,Atletico Madrid,0.3,1.2,2.3,2.6,-1.5,1.0,4.2,2.08,3.5
363,2023-09-28,Celta Vigo,Alaves,0.0,1.0,0.0,0.8,-2.0,-1.5,1.67,7.0,3.9
364,2023-09-27,Villarreal,Girona,2.0,1.5,2.3,2.7,-0.5,4.0,2.28,3.35,3.8
365,2023-09-27,Valencia,Real Sociedad,1.7,1.5,0.5,2.0,0.5,1.0,2.64,3.4,3.15
366,2023-09-27,Real Madrid,Las Palmas,2.0,1.8,0.0,0.3,2.5,-1.5,1.22,17.5,8.2
367,2023-09-27,Athletic Bilbao,Getafe,2.3,1.8,1.3,1.3,2.5,-1.0,1.57,8.4,4.1
368,2023-09-26,Mallorca,Barcelona,0.0,1.2,2.0,2.7,-1.0,4.0,8.4,1.51,4.7
369,2023-09-24,Real Sociedad,Getafe,2.3,1.6,0.5,1.0,0.0,0.0,1.01,1000.0,170.0
370,2023-09-24,Rayo Vallecano,Villarreal,1.0,1.2,1.0,1.6,0.5,-0.5,2.6,2.98,3.45
371,2023-09-24,Osasuna,Sevilla,0.3,1.2,1.5,1.2,-1.5,-0.5,70.0,350.0,1.01
372,2023-09-24,Girona,Mallorca,3.0,2.7,1.8,1.2,4.0,-1.0,1.01,1000.0,1000.0
373,2023-09-24,Barcelona,Celta Vigo,3.3,2.7,2.0,1.0,4.0,-2.0,1.01,1000.0,120.0
374,2023-09-24,Atletico Madrid,Real Madrid,3.0,2.5,2.0,2.0,0.0,3.5,2.92,2.72,3.55
375,2023-09-24,Alaves,Athletic Bilbao,1.7,0.8,1.3,1.8,-1.5,2.5,1000.0,1.01,1000.0
376,2023-09-17,Valencia,Atletico Madrid,1.7,1.4,2.3,2.5,0.5,0.0,1.01,1000.0,1000.0
377,2023-09-17,Sevilla,Las Palmas,1.0,1.7,0.0,0.3,-1.5,-1.5,1.69,6.4,4.1
378,2023-09-17,Getafe,Osasuna,0.5,0.5,2.0,1.3,-1.0,-0.5,2.72,3.5,2.9
379,2023-09-16,Real Madrid,Real Sociedad,2.0,2.0,0.0,1.8,2.5,1.0,1.72,5.8,4.2
380,2023-09-16,Celta Vigo,Mallorca,0.0,1.0,1.5,0.8,0.0,-1.0,2.12,4.6,3.2
381,2023-09-16,Barcelona,Betis,2.0,2.0,2.0,1.3,2.0,1.0,1.36,10.5,6.0
382,2023-09-15,Rayo Vallecano,Alaves,0.0,1.0,0.0,1.3,-0.5,0.5,2.14,4.5,3.3
383,2023-09-03,Osasuna,Barcelona,0.0,1.3,2.0,2.0,0.5,1.0,7.2,1.55,4.8
384,2023-09-03,Mallorca,Athletic Bilbao,0.0,1.0,2.0,2.0,-1.0,0.5,3.45,2.58,3.1
385,2023-09-03,Atletico Madrid,Sevilla,3.0,3.3,3.0,1.7,1.0,-1.5,1.59,7.0,4.6
386,2023-09-02,Real Madrid,Getafe,0.0,2.0,0.0,0.3,1.5,0.0,1.38,12.0,5.3
387,2023-09-02,Girona,Las Palmas,3.0,2.0,0.0,0.3,1.0,-0.5,1.68,6.2,4.0
388,2023-09-02,Betis,Rayo Vallecano,0.0,1.3,2.0,1.3,0.0,0.5,2.1,4.2,3.55
389,2023-09-02,Alaves,Valencia,4.0,1.3,2.0,1.3,-0.5,0.5,3.2,2.8,3.05
